uav_id,sortie_id,busy_start_s,busy_end_s
U01,M001,0.0,2107.7016981771217
U05,M002,0.0,1869.7521946190163
U06,M003,0.0,1816.6939339219116
U02,M004,0.0,1712.55936238718
U03,M005,0.0,1654.8593983215956
U04,M006,0.0,1609.4665893798526
U06,M007,1816.6939339219116,3025.795455765069
U05,M008,1869.7521946190163,3077.0291074408733
U07,M009,0.0,2199.7120845921745
U06,M010,3025.795455765069,5403.895695195146
U05,M011,3077.0291074408733,5220.812121455735
U05,M012,5220.812121455735,6987.737432364206
U04,M013,1609.4665893798526,3301.6628409979785
U03,M014,1654.8593983215956,3343.4732730349842
U01,M015,2107.7016981771217,3533.8511975560823
U08,M016,0.0,1428.170391878965
U08,M017,1428.170391878965,2922.34078375793
U07,M018,2199.7120845921745,4241.524103230882
U08,M019,2922.34078375793,4351.900309698276
U07,M020,4241.524103230882,6592.958215097259
U08,M021,4351.900309698276,6109.21889718289
U08,M022,6109.21889718289,8278.279963776053
U07,M023,6592.958215097259,8338.153373292802
U06,M024,5403.895695195146,6839.272597641485
U06,M025,6839.272597641485,8640.62602161287
U05,M026,6987.737432364206,8430.305075918484
U02,M027,1712.55936238718,3580.4833704911507
U08,M028,8278.279963776053,10365.71407564243
U05,M029,8430.305075918484,9868.747323312893
U06,M030,8640.62602161287,9706.097673840357
