uav_id,sortie_id,busy_start_s,busy_end_s
U05,M001,0.0,2552.487655652715
U01,M002,0.0,2463.446024208815
U02,M003,0.0,2109.0828301758197
U07,M004,0.0,1969.2846571841203
U03,M005,0.0,2482.185993902707
U04,M006,0.0,1654.8593983215956
U06,M007,0.0,1826.6088052524603
U06,M008,1826.6088052524603,3035.7103270956177
U05,M009,2552.487655652715,3759.764568474572
U06,M010,3035.7103270956177,5497.233666492206
U05,M011,3759.764568474572,6174.250900036415
U06,M012,5497.233666492206,7594.5209784538365
U04,M013,1654.8593983215956,3766.0055271127576
U02,M014,2109.0828301758197,3801.2790817939454
U01,M015,2463.446024208815,4152.0598989222035
U03,M016,2482.185993902707,4354.645845461827
U08,M017,0.0,1428.170391878965
U08,M018,1428.170391878965,3535.982410517673
U07,M019,1969.2846571841203,3398.844183124467
U07,M020,3398.844183124467,4761.014575003432
U08,M021,3535.982410517673,5687.35115986166
U07,M022,4761.014575003432,7197.125719340512
U08,M023,5687.35115986166,7856.412226454822
U07,M024,7197.125719340512,9264.837803932685
U08,M025,7856.412226454822,9601.607384650364
U04,M026,3766.0055271127576,5696.410061564913
U05,M027,6174.250900036415,8211.538211998046
U02,M028,3801.2790817939454,4992.180227058505
U06,M029,7594.5209784538365,8662.944628565438
