uav_id,sortie_id,busy_start_s,busy_end_s
U05,M001,0.0,2552.487655652715
U01,M002,0.0,2463.446024208815
U02,M003,0.0,2109.0828301758197
U07,M004,0.0,1969.2846571841203
U03,M005,0.0,2482.185993902707
U04,M006,0.0,1654.8593983215956
U06,M007,0.0,1826.6088052524603
U06,M008,1826.6088052524603,3035.7103270956177
U05,M009,2552.487655652715,3759.764568474572
U06,M010,3035.7103270956177,5497.233666492206
U05,M011,3759.764568474572,5729.408004239124
U06,M012,5497.233666492206,7399.07597365925
U05,M013,5729.408004239124,7497.696588259574
U04,M014,1654.8593983215956,3347.055649939721
U02,M015,2109.0828301758197,3797.6967048892084
U01,M016,2463.446024208815,3685.472943212248
U08,M017,0.0,1428.170391878965
U08,M018,1428.170391878965,3535.982410517673
U07,M019,1969.2846571841203,3398.844183124467
U07,M020,3398.844183124467,5682.212932468454
U08,M021,3535.982410517673,4898.152802396638
U08,M022,4898.152802396638,7334.2639467337185
U07,M023,5682.212932468454,7851.273999061617
U08,M024,7334.2639467337185,9401.976031325892
U07,M025,7851.273999061617,9596.46915725716
U03,M026,2482.185993902707,5093.023460910549
U04,M027,3347.055649939721,4699.181585562664
U06,M028,7399.07597365925,8467.499623770851
U05,M029,7497.696588259574,9205.985172280025
