uav_id,sortie_id,busy_start_s,busy_end_s
U04,M001,0.0,2395.0848798156608
U03,M002,0.0,2121.7020521620752
U05,M003,0.0,1869.7521946190163
U06,M004,40.006007856634255,1796.699941778546
U08,M005,0.0,1495.5595259403467
U02,M006,0.0,1654.8593983215956
U05,M007,2199.098942794555,3646.9246308023435
U06,M008,2084.974180129613,3294.0757019727707
U08,M009,4738.503362519136,6938.215447111311
U06,M010,3294.0757029727706,5359.4004784947465
U05,M011,3745.920394434761,5667.568405608003
U05,M012,5833.015760818837,7659.941071727309
U03,M013,5887.642014837324,7576.255889550712
U06,M014,5359.400479494747,6875.57534146633
U01,M015,0.0,1219.0749211193188
U07,M016,0.0,1494.170391878965
U08,M017,2630.6913428804282,4738.503361519136
U07,M018,1494.170392878965,2922.340784757929
U07,M019,2922.3407857579296,5273.7748976243065
U02,M020,2633.7545487074995,4346.3139110946795
U07,M021,7764.456522683599,9933.517589276762
U08,M022,9225.59523901567,10970.79039721121
U05,M023,7659.941072727309,9095.317975173648
U06,M024,7348.828979678817,9150.1824036502
U01,M025,2395.874375642982,4316.3139110946795
U05,M026,9150.1824046502,10239.283926493357
U06,M027,9344.627929944641,10783.07017733905
U05,M028,10239.283927493358,11304.755579720844
